chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.d14_WT1	c2.d14_WT2	c3.d14_WT3	c4.d14_WT4	t1.d14_HOM1	t2.d14_HOM2	t3.d14_HOM3	t4.d14_HOM4	logFC	logCPM	PValue	FDR
6	-	chr6:7675168-7693253	ENSMUSG00000029752	Asns	protein_coding	[7675172]	1	447	38.3	62.9	54.2	55.2	44.1	87.8	57.9	64.6	0.253367842028828	5.93690893428108	0.217185906115264	0.972385772110133
11	-	chr11:70238123-70239841	ENSMUSG00000093989	Rnasek	protein_coding	[70238125]	1	1326	184.6	146.2	188.3	158.6	198.4	185	187.9	185.7	0.166911029094934	7.49945032739947	0.217249936315445	0.972385772110133
5	-	chr5:129881155-129887469	ENSMUSG00000070493	Chchd2	protein_coding	[129881161]	1	12156	1670	1855.3	1565.7	1745.1	1621.7	1197.1	1718	1585.6	-0.15974714135654	10.6635489948504	0.217384761096233	0.972385772110133
17	+	chr17:36837133-36859397	ENSMUSG00000024457	Trim26	protein_coding	[36858852, 36859391]	2	171	22.6	16.7	24.9	17.2	19.3	27.2	36	20.2	0.359365090815053	4.64792441436947	0.217455596197285	0.972385772110133
4	-	chr4:141760188-141790930	ENSMUSG00000040697	Dnajc16	protein_coding	[141760190]	1	580	101	83.3	73.7	95.4	84	25.1	97.2	72.7	-0.337815403335342	6.32796135711427	0.217617871748996	0.972385772110133
11	+	chr11:60105012-60199196	ENSMUSG00000062115	Rai1	protein_coding	[60199194]	1	265	41.8	21.2	36.4	28.7	31.7	62.7	26.2	40.4	0.37562359814169	5.2425978867398	0.217706226438161	0.972385772110133
13	-	chr13:58176155-58215652	ENSMUSG00000005312	Ubqln1	protein_coding	[58176162]	1	4212	539.8	580.8	620.8	656.4	602.1	357.5	584.3	556.1	-0.194114573735553	9.14072721123996	0.217871920651299	0.972385772110133
1	+	chr1:10037986-10136767	ENSMUSG00000056763	Cspp1	protein_coding	[10070585, 10136765, 10038319]	3	871	71.4	127.2	102.1	120.7	117.1	141.1	122.3	111	0.194309123110796	6.87463480601825	0.217911445044581	0.972385772110133
4	+	chr4:155831271-155833129	ENSMUSG00000065990	Aurkaip1	protein_coding	[155833058]	1	826	123.6	109	84.4	103.5	126.8	133.8	110.3	106	0.196674523342479	6.827822932318	0.218156741816262	0.972385772110133
18	+	chr18:36281096-36301520	ENSMUSG00000043991	Pura	protein_coding	[36288952, 36301513, 36296918, 36289721]	4	596	85.3	78	88.8	86.2	66.1	76.3	74.3	80.7	-0.170887608281552	6.35222705971437	0.21818980360201	0.972385772110133
15	+	chr15:39006279-39038185	ENSMUSG00000022297	Fzd6	protein_coding	[39038187]	1	95	5.2	13.6	12.4	9.2	8.3	12.5	17.5	18.2	0.398583271310791	3.8837060329916	0.218371012695369	0.972385772110133
9	-	chr9:106121295-106121898	ENSMUSG00000099717	Gm9451	processed_pseudogene	[106117819]	1	44	10.4	3.8	6.2	10.3	4.1	3.1	8.7	3	-0.568377843008429	3.00986337262897	0.218631626208415	0.972385772110133
18	+	chr18:4920539-5119298	ENSMUSG00000024236	Svil	protein_coding	[5119287]	1	83	5.2	10.6	13.3	5.7	13.8	16.7	15.3	6.1	0.458409684023949	3.72349742183749	0.218707587274063	0.972385772110133
19	+	chr19:18713192-18718427	ENSMUSG00000047044	D030056L22Rik	protein_coding	[18718426]	1	1162	137.6	142.4	138.5	170.1	176.4	168.3	151.8	164.5	0.165024946884084	7.30576460177826	0.218732710478651	0.972385772110133
8	+	chr8:111940702-111953611	ENSMUSG00000031950	Gabarapl2	protein_coding	[111955381, 111953230]	2	802	111.5	101.5	86.1	110.4	114.4	108.7	121.2	114.1	0.178708432766017	6.78335832305037	0.218980826498514	0.972385772110133
6	-	chr6:115805504-115808746	ENSMUSG00000057841	Rpl32	protein_coding	[115805511]	1	8957	1090.1	1274.5	959.1	1154.2	1140.9	1606.9	1161	1146.6	0.174885895251418	10.22193009342	0.218986353652025	0.972385772110133
4	+	chr4:42916659-42944751	ENSMUSG00000036062	Phf24	protein_coding	[42944147]	1	380	47	40.9	47.1	56.3	63.4	53.3	53.5	51.5	0.218970235534648	5.73753779213435	0.219064782882278	0.972385772110133
9	+	chr9:22411576-22444676	ENSMUSG00000036411	9530077C05Rik	protein_coding	[22425011, 22444676]	2	82	15.7	12.9	12.4	10.3	11	7.3	12	7.1	-0.448138355875043	3.7120611495781	0.219074372983582	0.972385772110133
3	+	chr3:104864004-104930063	ENSMUSG00000045576	St7l	protein_coding	[104926859, 104880407]	2	81	8.7	7.6	10.7	10.3	16.5	13.6	12	9.1	0.433137689102226	3.7022101682312	0.219074372983582	0.972385772110133
6	-	chr6:54577603-54597307	ENSMUSG00000038074	Fkbp14	protein_coding	[54577606]	1	141	15.7	17.4	21.3	10.3	23.4	15.7	19.7	26.2	0.34858946170443	4.39022943107114	0.219121648880992	0.972385772110133
6	-	chr6:29200433-29216363	ENSMUSG00000003500	Impdh1	protein_coding	[29200441]	1	560	76.6	73.5	64.8	63.2	78.5	108.7	76.5	60.6	0.227688153933438	6.27138260009363	0.219160934627214	0.972385772110133
X	-	chrX:160771922-160994703	ENSMUSG00000031292	Cdkl5	protein_coding	[160801392, 160801624]	2	331	59.2	47	45.3	43.7	49.6	33.5	36	45.4	-0.229030612843145	5.54159024186665	0.219407521503503	0.972385772110133
10	-	chr10:128669886-128673917	ENSMUSG00000049858	Suox	protein_coding	[128669894]	1	102	12.2	12.1	13.3	9.2	15.2	22	10.9	14.1	0.397512749079345	3.98023147273787	0.21954895310293	0.972385772110133
8	-	chr8:35465264-35495532	ENSMUSG00000031527	Eri1	protein_coding	[35468488, 35466335]	2	252	33.1	33.3	40	39.1	27.6	25.1	39.3	30.3	-0.251597001440752	5.16025507196922	0.219634917176867	0.972385772110133
X	+	chrX:49463944-49500243	ENSMUSG00000036198	Arhgap36	protein_coding	[49500240]	1	180	38.3	18.2	17.8	14.9	30.3	32.4	18.6	31.3	0.423564747058957	4.7273675028794	0.219699758580765	0.972385772110133
16	-	chr16:89787110-89980079	ENSMUSG00000002489	Tiam1	protein_coding	[89787110]	1	212	27.9	16.7	25.8	32.2	30.3	17.8	38.2	43.4	0.377198043251001	4.94216674096139	0.219808033507562	0.972385772110133
15	+	chr15:88819645-88826680	ENSMUSG00000023272	Creld2	protein_coding	[88826674]	1	115	19.2	15.9	17.8	17.2	15.2	15.7	12	11.1	-0.361412572417445	4.13135356080527	0.219910035201742	0.972385772110133
11	-	chr11:120103959-120151345	ENSMUSG00000061306	Slc38a10	protein_coding	[120104451]	1	878	125.4	100	103.9	120.7	117.1	119.2	134.3	131.2	0.181912888282484	6.91391409129996	0.219949695406861	0.972385772110133
1	+	chr1:57995970-58025898	ENSMUSG00000026039	Sgol2a	protein_coding	[58025897]	1	194	15.7	33.3	29.3	35.6	23.4	6.3	27.3	29.3	-0.438164586919035	4.7984163973075	0.220103417915747	0.972385772110133
11	+	chr11:105363251-105390641	ENSMUSG00000086487	Gm11638	processed_transcript	[105370022]	1	65	7	6.8	6.2	9.2	5.5	13.6	8.7	12.1	0.506949148091157	3.43769387660055	0.220185927342813	0.972385772110133
5	-	chr5:142724660-142817661	ENSMUSG00000039477	Tnrc18	protein_coding	[142812586, 142724613]	2	330	47	42.4	44.4	63.2	52.4	23	37.1	48.4	-0.294314382334912	5.53889976810008	0.220349059518903	0.972385772110133
9	+	chr9:108490601-108502336	ENSMUSG00000006676	Usp19	protein_coding	[108501696, 108502315]	2	887	118.4	109.8	110.1	111.5	141.9	131.7	100.5	133.2	0.176124663699165	6.92386259460571	0.220350983325212	0.972385772110133
12	+	chr12:28649601-28659590	ENSMUSG00000020630	Rnaseh1	protein_coding	[28659588]	1	54	3.5	8.3	6.2	3.4	12.4	9.4	1.1	12.1	0.583843144694903	3.22381904229992	0.220393619563555	0.972385772110133
14	+	chr14:52279145-52296390	ENSMUSG00000016831	Tox4	protein_coding	[52296389]	1	75	17.4	8.3	12.4	10.3	5.5	11.5	7.6	9.1	-0.393855923484037	3.60801614459195	0.220500132219542	0.972398326384251
1	+	chr1:155558119-155691329	ENSMUSG00000033701	Acbd6	protein_coding	[155572286, 155687231]	2	529	73.1	50	70.2	71.3	75.8	106.6	65.5	63.6	0.257147856963499	6.20178483868247	0.220653633284897	0.972617988821584
7	-	chr7:81600480-81706924	ENSMUSG00000025813	Homer2	protein_coding	[81609344, 81601715, 81600791]	3	384	57.5	53.8	50.6	62.1	57.9	37.6	37.1	57.5	-0.233591197229993	5.74442667833201	0.220994462385355	0.972707162467276
11	-	chr11:75409768-75422700	ENSMUSG00000000753	Serpinf1	protein_coding	[75410030]	1	144	15.7	25.7	19.5	23	15.2	12.5	26.2	12.1	-0.389246017672356	4.41057620552355	0.2212244488299	0.972707162467276
16	-	chr16:62732443-62786817	ENSMUSG00000050312	Nsun3	protein_coding	[62732443]	1	162	12.2	22	20.4	19.5	30.3	24	14.2	28.3	0.312724790619239	4.56984214708646	0.22136719133046	0.972707162467276
6	-	chr6:25665877-25690728	ENSMUSG00000039904	Gpr37	protein_coding	[25668584]	1	118	19.2	24.2	12.4	14.9	17.9	15.7	8.7	12.1	-0.409295512695268	4.15805104085504	0.221402934334404	0.972707162467276
14	-	chr14:37120443-37135321	ENSMUSG00000041028	Ghitm	protein_coding	[37120816, 37120489, 37121950]	3	2194	334.4	324.1	308.2	274.8	310	229	293.8	277.6	-0.162328350306162	8.2080677024271	0.221444357665457	0.972707162467276
7	+	chr7:110221702-110283502	ENSMUSG00000031015	Swap70	protein_coding	[110283436]	1	65	13.9	6.8	11.5	10.3	5.5	5.2	4.4	13.1	-0.487894013918728	3.43902206283295	0.221494589966761	0.972707162467276
11	+	chr11:69340460-69342640	ENSMUSG00000043419	Chd3os	processed_transcript	[69341891, 69342638]	2	2774	357	320.3	383.7	359.8	418.9	367	379	402.7	0.142066978997461	8.55221911186297	0.221523927739604	0.972707162467276
5	-	chr5:139017305-139150000	ENSMUSG00000025855	Prkar1b	protein_coding	[139143779]	1	34	0	5.3	4.4	2.3	1.4	10.5	6.6	3	0.648343125216615	2.73564851079187	0.221565771999365	0.972707162467276
1	+	chr1:171113917-171126966	ENSMUSG00000026649	Cfap126	protein_coding	[171126948]	1	42	5.2	2.3	4.4	5.7	8.3	12.5	2.2	6.1	0.777745292972482	2.96044371209478	0.221627183969995	0.972707162467276
16	+	chr16:20717664-20722266	ENSMUSG00000021018	Polr2h	protein_coding	[20722263]	1	441	57.5	54.5	49.7	60.9	70.3	65.9	54.6	63.6	0.199059187841275	5.94099796060751	0.221710864963223	0.972707162467276
15	+	chr15:102296292-102324355	ENSMUSG00000058290	Espl1	protein_coding	[102324355]	1	94	10.4	12.9	6.2	13.8	12.4	12.5	16.4	16.1	0.419427059783071	3.879989734043	0.222033902079608	0.973214562207667
1	-	chr1:43746965-43827799	ENSMUSG00000057363	Uxs1	protein_coding	[43749532, 43749878]	2	299	38.3	39.4	36.4	33.3	44.1	37.6	42.6	48.4	0.223018713927112	5.39725008342994	0.222165389713761	0.973214562207667
1	-	chr1:180976209-181020903	ENSMUSG00000038776	Ephx1	protein_coding	[180989557]	1	44	5.2	4.5	2.7	6.9	8.3	6.3	7.6	7.1	0.632324684800617	3.0082237549649	0.222353428194677	0.973214562207667
9	+	chr9:106447787-106452921	ENSMUSG00000042073	Abhd14b	protein_coding	[106452921]	1	44	7	7.6	4.4	9.2	5.5	4.2	6.6	3	-0.538230991730135	3.00411272360415	0.222353428194677	0.973214562207667
9	+	chr9:107399611-107529342	ENSMUSG00000010066	Cacna2d2	protein_coding	[107528970]	1	212	27.9	25.7	34.6	37.9	34.4	16.7	27.3	24.2	-0.318383803510892	4.93371274087822	0.222400289878623	0.973214562207667
X	-	chrX:98554276-98891024	ENSMUSG00000031214	Ophn1	protein_coding	[98558255]	1	64	5.2	4.5	7.1	11.5	9.6	10.5	13.1	8.1	0.559188524984639	3.42401555196165	0.222510130629752	0.973214562207667
7	+	chr7:41599260-41628532	ENSMUSG00000091474	2610021A01Rik	protein_coding	[41628531]	1	143	13.9	11.4	16	24.1	13.8	35.5	14.2	24.2	0.456383130018554	4.41410901535124	0.22271304294883	0.973214562207667
17	-	chr17:90033630-91093070	ENSMUSG00000024109	Nrxn1	protein_coding	[90033953]	1	5826	870.7	803.5	824.1	846.1	910.8	518.5	704.5	806.4	-0.186576314218306	9.62001548337002	0.222730895564853	0.973214562207667
X	+	chrX:68678540-68717962	ENSMUSG00000000838	Fmr1	protein_coding	[68717897, 68717466, 68695021]	3	476	74.9	63.6	82.6	51.7	53.7	53.3	64.4	62.6	-0.213613392767055	6.03506639550494	0.22285639300006	0.973214562207667
7	+	chr7:28825216-28832246	ENSMUSG00000053898	Ech1	protein_coding	[28832245]	1	261	41.8	33.3	30.2	25.3	40	39.7	38.2	35.3	0.257744284034695	5.21774420808784	0.22291419165545	0.973214562207667
17	+	chr17:93199421-93205484	ENSMUSG00000024256	Adcyap1	protein_coding	[93204260, 93206540]	2	295	43.5	31.8	47.1	51.7	35.8	37.6	38.2	33.3	-0.23868367758623	5.38408519438864	0.222967813878921	0.973214562207667
5	+	chr5:136953274-136966233	ENSMUSG00000019054	Fis1	protein_coding	[136966231]	1	609	67.9	73.5	80.8	81.6	96.4	82.6	72.1	96.9	0.182340389989516	6.38682170193315	0.223159994549264	0.973229196988918
13	+	chr13:92611137-92711943	ENSMUSG00000021703	Serinc5	protein_coding	[92711943]	1	401	61	54.5	54.2	62.1	31.7	56.5	51.3	55.5	-0.21170466196899	5.79753475259102	0.223196345818857	0.973229196988918
X	-	chrX:75404845-75410442	ENSMUSG00000090110	Cmc4	protein_coding	[75404848]	1	142	33.1	14.4	19.5	24.1	15.2	20.9	16.4	15.1	-0.32804882903461	4.41252500483986	0.223426377260228	0.973229196988918
11	-	chr11:70977835-70983025	ENSMUSG00000018446	C1qbp	protein_coding	[70977854]	1	2559	330.9	296.1	337.5	347.2	350	352.3	384.5	356.3	0.141512296282225	8.4357048600998	0.223519349442583	0.973229196988918
11	-	chr11:4097038-4123414	ENSMUSG00000003585	Sec14l2	protein_coding	[4097047]	1	99	10.4	12.9	8.9	13.8	15.2	12.5	14.2	18.2	0.375797113587149	3.94394157806656	0.223555166570489	0.973229196988918
6	-	chr6:13834457-13839941	ENSMUSG00000048216	Gpr85	protein_coding	[13834461]	1	407	41.8	41.7	54.2	57.5	46.8	92	56.8	43.4	0.294910391917714	5.82349755115538	0.223615125479492	0.973229196988918
7	+	chr7:64287669-64340805	ENSMUSG00000030522	Mtmr10	protein_coding	[64340406]	1	89	3.5	11.4	13.3	9.2	8.3	18.8	9.8	16.1	0.420277624889378	3.80375547942379	0.223697457218348	0.973229196988918
7	+	chr7:141467361-141471478	ENSMUSG00000025510	Cd151	protein_coding	[141471473]	1	269	26.1	40.1	33.7	25.3	31.7	53.3	31.7	38.4	0.27338213587275	5.24091825461102	0.224026772968152	0.973779968042099
6	-	chr6:115954810-115995004	ENSMUSG00000030123	Plxnd1	protein_coding	[115954811]	1	73	7	12.1	6.2	5.7	6.9	12.5	9.8	15.1	0.47333534419221	3.56762041549842	0.224112862564168	0.973779968042099
16	+	chr16:29209694-29230530	ENSMUSG00000022525	Hrasls	protein_coding	[29230529]	1	49	5.2	4.5	5.3	5.7	6.9	13.6	7.6	4	0.636093831720585	3.12203861483041	0.224135495842526	0.973779968042099
1	-	chr1:180432386-180483503	ENSMUSG00000053963	6330403A02Rik	protein_coding	[180432381]	1	1079	175.9	143.1	135.9	173.6	170.9	112.9	123.4	141.3	-0.190495308137494	7.2110594322651	0.224282365365289	0.973966938484451
1	+	chr1:63179003-63179134	ENSMUSG00000064602	Snora41	snoRNA	[63179653]	1	8600	963	1065.5	1197.1	1120.8	1091.3	1149	1293.2	1253.6	0.137679054802095	10.1606711560422	0.224600900447854	0.974898864507576
11	-	chr11:6597822-6606052	ENSMUSG00000041073	Nacad	protein_coding	[6597823]	1	715	99.3	95.4	116.3	95.4	84	65.9	104.9	98.9	-0.202093480042476	6.60535261062799	0.224721078423861	0.974969341172902
2	+	chr2:136891217-137071949	ENSMUSG00000027281	Slx4ip	protein_coding	[137071947, 137069767]	2	213	17.4	26.5	26.6	29.9	33.1	41.8	21.8	28.3	0.275043272304675	4.93444764994385	0.225076450596658	0.976049497571252
1	-	chr1:24261889-24587471	ENSMUSG00000026141	Col19a1	protein_coding	[24257690]	1	52	15.7	4.5	7.1	10.3	8.3	4.2	3.3	7.1	-0.59243274921327	3.19362662938909	0.225178157008975	0.976049497571252
X	+	chrX:52912265-52956942	ENSMUSG00000025626	Phf6	protein_coding	[52956941]	1	1296	116.7	151.5	170.5	204.6	220.5	156.8	184.6	181.7	0.19316902938534	7.45752198695479	0.225359459122606	0.976384169316419
13	-	chr13:119765186-119790804	ENSMUSG00000094870	Zfp131	protein_coding	[119765186, 119775509]	2	155	26.1	17.4	21.3	29.9	20.7	18.8	17.5	18.2	-0.283655195586518	4.52238707149348	0.225642974189854	0.976877598712702
2	+	chr2:30392253-30400528	ENSMUSG00000026856	Dolpp1	protein_coding	[30400525]	1	615	88.8	89.4	91.5	80.5	82.7	55.4	89.6	78.7	-0.200760640440308	6.39562212665453	0.225798291305523	0.976877598712702
14	+	chr14:31019137-31121591	ENSMUSG00000042323	Pbrm1	protein_coding	[31121589]	1	990	114.9	109	132.3	139.1	121.3	172.5	139.8	130.2	0.191100368580023	7.07391316801521	0.225889764947749	0.976877598712702
X	-	chrX:57383529-57393035	ENSMUSG00000031134	Rbmx	protein_coding	[57383347, 57386359]	2	2030	228.1	274.9	325	317.3	263.2	175.6	272	288.7	-0.203748588786307	8.0823243679517	0.225932905094821	0.976877598712702
19	+	chr19:56397128-56442343	ENSMUSG00000025076	Casp7	protein_coding	[56442340]	1	106	19.2	15.1	15.1	16.1	8.3	20.9	7.6	11.1	-0.389150566302199	4.02673816886778	0.226011369833378	0.976877598712702
19	-	chr19:44034943-44069784	ENSMUSG00000025198	Erlin1	protein_coding	[44034947]	1	304	47	43.2	46.2	39.1	41.3	32.4	36	40.4	-0.225561112694468	5.4180157448234	0.226126597582059	0.976877598712702
17	-	chr17:28587647-28622520	ENSMUSG00000004865	Srpk1	protein_coding	[28587653]	1	603	87.1	79.5	103	73.6	73	61.7	88.5	75.7	-0.202199769518617	6.36659328688086	0.226242937499168	0.976877598712702
10	-	chr10:25991185-26079051	ENSMUSG00000049420	Tmem200a	protein_coding	[25991184]	1	282	27.9	35.6	29.3	41.4	23.4	45	43.7	50.5	0.287747322016154	5.31121709110908	0.226306505543998	0.976877598712702
6	-	chr6:49085222-49214956	ENSMUSG00000029814	Igf2bp3	protein_coding	[49085225]	1	102	12.2	15.9	16	16.1	4.1	11.5	12	17.2	-0.397236087008502	3.97137363358845	0.226673222339531	0.977079141921582
9	-	chr9:86307305-86464949	ENSMUSG00000032415	Ube2cbp	protein_coding	[86307314]	1	105	8.7	17.4	10.7	9.2	13.8	12.5	17.5	19.2	0.371995441567207	4.00964380008234	0.226805638011684	0.977079141921582
19	+	chr19:54045181-54048981	ENSMUSG00000033717	Adra2a	protein_coding	[54048018, 54048981]	2	725	90.6	112.1	103	98.9	102	84.7	90.7	85.8	-0.18275068093052	6.62127493619807	0.226844602548178	0.977079141921582
11	+	chr11:94936223-94953041	ENSMUSG00000001506	Col1a1	protein_coding	[94953039]	1	2305	202	551.3	311.7	275.9	274.2	69	397.6	243.2	-0.450919865778283	8.2087267234221	0.226976876041997	0.977079141921582
3	+	chr3:103058284-103067913	ENSMUSG00000027852	Nras	protein_coding	[103067906]	1	1436	186.3	197.6	223.8	195.4	195.7	178.8	179.1	170.6	-0.160015630701974	7.59477443411212	0.227163114072426	0.977079141921582
15	-	chr15:103313894-103340085	ENSMUSG00000000552	Zfp385a	protein_coding	[103313894]	1	257	41.8	37.1	34.6	36.8	35.8	26.1	35	30.3	-0.232748674720212	5.19238110654584	0.227197892175375	0.977079141921582
5	-	chr5:76873658-76905513	ENSMUSG00000055923	Aasdh	protein_coding	[76875939]	1	141	13.9	25	21.3	21.8	13.8	8.4	25.1	16.1	-0.417153250731856	4.38101106737754	0.227300511084299	0.977079141921582
6	+	chr6:52162009-52162110	ENSMUSG00000098536	Gm27868	misc_RNA	[52162063]	1	223	29.6	30.3	26.6	19.5	35.8	17.8	33.9	45.4	0.318456447781647	4.99844870491779	0.227378760954119	0.977079141921582
4	-	chr4:127311420-127314038	ENSMUSG00000050234	Gja4	protein_coding	[127311422]	1	200	26.1	27.3	20.4	20.7	22	23	47	27.3	0.344844160146326	4.85240153655442	0.227549618843503	0.977079141921582
5	+	chr5:140321655-140338136	ENSMUSG00000036639	Nudt1	protein_coding	[140338134]	1	361	40.1	56.8	60.4	50.6	49.6	22	60.1	39.4	-0.315200963318189	5.64408037231915	0.227608075978853	0.977079141921582
9	-	chr9:106892824-107231908	ENSMUSG00000039716	Dock3	protein_coding	[106893107, 107023772]	2	622	59.2	70.4	88.8	85.1	73	109.8	79.7	90.8	0.209755878664256	6.4080532492311	0.227610593676845	0.977079141921582
14	+	chr14:57524828-57543164	ENSMUSG00000050222	Il17d	protein_coding	[57546104, 57543164]	2	591	66.2	87.8	60.4	67.8	74.4	129.6	60.1	77.7	0.270524750916645	6.33404794816708	0.227765236505997	0.977079141921582
13	-	chr13:114958078-115101963	ENSMUSG00000042284	Itga1	protein_coding	[115088355]	1	1070	155	146.9	134.1	180.5	146.1	96.2	151.8	143.3	-0.19560547348334	7.18906743357362	0.227791676529721	0.977079141921582
18	+	chr18:37823878-37840381	ENSMUSG00000102828	Gm38182	processed_transcript	[37841868]	1	8662	1379.2	1126.8	1169.6	1238.1	1218	1037.1	1131.5	1086	-0.13364818407721	10.1975788460524	0.228011465783623	0.977079141921582
1	-	chr1:135382311-135430498	ENSMUSG00000041879	Ipo9	protein_coding	[135384475, 135382316]	2	533	71.4	59.1	72.8	65.5	81.3	86.8	60.1	78.7	0.201551838755699	6.20555698090093	0.228199749144919	0.977079141921582
9	-	chr9:95705081-95750374	ENSMUSG00000032839	Trpc1	protein_coding	[95705083]	1	200	27.9	25	26.6	16.1	22	36.6	28.4	30.3	0.314471370885624	4.85056570339688	0.228206782493645	0.977079141921582
14	+	chr14:74732296-74750764	ENSMUSG00000021996	Esd	protein_coding	[74749847]	1	739	76.6	106.8	86.1	94.3	97.8	123.4	97.2	97.9	0.174671867546735	6.6479529343899	0.228208449411481	0.977079141921582
17	-	chr17:85984664-86145174	ENSMUSG00000024135	Srbd1	protein_coding	[85984666]	1	103	13.9	12.9	16.9	18.4	9.6	12.5	12	13.1	-0.360611357584403	3.9905878702487	0.228320969368919	0.977079141921582
7	-	chr7:44812256-44816657	ENSMUSG00000038539	Atf5	protein_coding	[44812256]	1	401	55.7	63.6	55.9	51.7	49.6	48.1	39.3	59.5	-0.217298477113449	5.79182626790222	0.228332353847773	0.977079141921582
11	-	chr11:113244852-113650078	ENSMUSG00000041654	Slc39a11	protein_coding	[113244854]	1	522	90.6	65.1	77.3	73.6	71.6	47	74.3	68.6	-0.209147228931103	6.17894666466777	0.228712869806976	0.977224566738109
11	-	chr11:6105690-6200414	ENSMUSG00000053838	Nudcd3	protein_coding	[6105985]	1	1073	137.6	156.8	160.7	144.8	132.3	116	158.4	129.2	-0.173877938887574	7.17561774670645	0.228821035928027	0.977224566738109
4	+	chr4:53713997-53765784	ENSMUSG00000028414	Fktn	protein_coding	[53765782]	1	338	47	28	46.2	48.3	53.7	50.2	38.2	58.5	0.277364970162341	5.57977526067878	0.228926040404946	0.977224566738109
5	-	chr5:148327409-148399903	ENSMUSG00000041313	Slc7a1	protein_coding	[148327411]	1	664	101	97.7	89.7	88.5	85.4	94.1	73.2	80.7	-0.171662842368892	6.50496058826019	0.229279472575486	0.977224566738109
7	-	chr7:16493718-16614992	ENSMUSG00000058230	Arhgap35	protein_coding	[16494470, 16495038]	2	645	69.7	77.2	82.6	82.8	66.1	137	83	83.8	0.246060207971059	6.45948472946059	0.229297196861415	0.977224566738109
18	-	chr18:60685977-60713388	ENSMUSG00000054008	Ndst1	protein_coding	[60685982, 60684494]	2	3196	391.8	400.6	428.9	411.6	474	445.4	466.4	407.8	0.131605621084247	8.74964819790725	0.22933568028241	0.977224566738109
3	+	chr3:108591278-108645718	ENSMUSG00000040389	Wdr47	protein_coding	[108645716, 108623428]	2	1404	203.7	199.2	194.5	192	147.4	207	173.7	175.6	-0.157835878170737	7.56217646026692	0.229354510520585	0.977224566738109
17	-	chr17:36948355-36951740	ENSMUSG00000036398	Ppp1r11	protein_coding	[36948355]	1	121	12.2	18.2	15.1	26.4	8.3	15.7	12	18.2	-0.39307485852375	4.18929519971046	0.229396319972685	0.977224566738109
9	-	chr9:21067519-21073513	ENSMUSG00000079677	Fdx1l	protein_coding	[21067519]	1	189	19.2	19.7	25.8	26.4	24.8	25.1	28.4	32.3	0.28179165308419	4.77806833222864	0.229503461239764	0.977224566738109
1	+	chr1:166254138-166316822	ENSMUSG00000040612	Ildr2	protein_coding	[166315490, 166316821]	2	371	71.4	48.5	57.7	48.3	49.6	32.4	71	27.3	-0.31394295002459	5.70393823229255	0.229515422046284	0.977224566738109
1	-	chr1:95587681-95667570	ENSMUSG00000040710	St8sia4	protein_coding	[95587683]	1	1313	155	148.4	167.8	194.3	181.9	186.1	174.8	201.9	0.164837715121309	7.47898678152707	0.229604595985292	0.977224566738109
12	-	chr12:3247429-3309968	ENSMUSG00000020671	Rab10	protein_coding	[3249426, 3300684]	2	150	17.4	21.2	25.8	21.8	12.4	19.9	16.4	21.2	-0.307357087606776	4.46404561131776	0.229717238539058	0.977224566738109
2	-	chr2:165405027-165473229	ENSMUSG00000018459	Slc13a3	protein_coding	[165405295]	1	36	5.2	6.8	4.4	6.9	1.4	3.1	3.3	6.1	-0.686548409291306	2.7940256124346	0.229720700389929	0.977224566738109
4	-	chr4:117128654-117133962	ENSMUSG00000028680	Plk3	protein_coding	[117128656]	1	279	34.8	28	34.6	41.4	57.9	31.4	39.3	39.4	0.270143309015409	5.31654874656595	0.229858059451475	0.977365638102826
7	-	chr7:121922838-121981710	ENSMUSG00000034951	Cog7	protein_coding	[121922838]	1	235	27.9	28.8	32.9	21.8	27.6	48.1	28.4	33.3	0.300461418546313	5.06532404402334	0.230047824946142	0.977419173094293
17	+	chr17:48410013-48417265	ENSMUSG00000040771	Oard1	protein_coding	[48417253]	1	148	22.6	22.7	27.5	13.8	20.7	14.6	14.2	20.2	-0.344292637014722	4.44890346312865	0.230079054817932	0.977419173094293
12	-	chr12:101039408-101083701	ENSMUSG00000041846	Smek1	protein_coding	[101040043, 101039519]	2	249	24.4	29.5	34.6	29.9	26.2	42.9	44.8	30.3	0.268471202951634	5.14313912267572	0.230199090369476	0.977486404556671
2	+	chr2:156420908-156543213	ENSMUSG00000027624	Epb4.1l1	protein_coding	[156543210, 156540829]	2	2570	459.7	342.3	373.9	348.3	412	174.6	363.7	334.1	-0.24578066869221	8.45740667730543	0.230431816768048	0.978031873884293
11	-	chr11:115607917-115612968	ENSMUSG00000020743	Mif4gd	protein_coding	[115607920]	1	172	27.9	26.5	24	24.1	17.9	11.5	29.5	22.2	-0.323210273841662	4.64937120429763	0.230786009440749	0.978117784501664
2	+	chr2:172440555-172469907	ENSMUSG00000027502	Rtfdc1	protein_coding	[172469904]	1	461	27.9	74.2	52.4	57.5	53.7	56.5	91.7	61.6	0.271222065473297	5.97442573394353	0.230846563847141	0.978117784501664
5	+	chr5:122850047-122871290	ENSMUSG00000029474	Rnf34	protein_coding	[122868944]	1	574	88.8	82.5	70.2	89.7	49.6	59.6	76.5	94.9	-0.213987225405363	6.29807455144732	0.230878087897365	0.978117784501664
